frame,t,elbow_angle,knee_angle,phase,rep,fps
614,51.84897899999851,,166.8,up,7,15.6
615,51.92444350000005,,165.8,up,7,15.4
616,51.99782400000004,,169.6,up,8,15.2
617,52.06740069999978,,172.4,up,8,15.1
618,52.13660929999969,,171.9,up,8,15.1
619,52.19625309999901,,170.9,up,8,15.2
620,52.27091879999898,,172.9,up,8,15.0
621,52.35282389999884,,172.3,up,8,14.8
622,52.415554399998655,,172.7,up,8,14.9
623,52.47826769999847,,171.5,up,8,15.0
624,52.54532469999867,,171.0,up,8,15.0
625,52.61640660000012,,170.9,up,8,14.9
626,52.68688539999857,,170.7,up,8,14.8
627,52.76266349999969,,169.2,up,8,14.7
628,52.83898529999897,,167.2,up,8,14.5
629,52.90999389999888,,155.6,up,8,14.5
630,52.98295859999962,,147.4,up,8,14.4
631,53.075096499998835,,140.7,up,8,14.0
632,53.14694899999995,,115.7,up,8,14.0
633,53.23822399999881,,108.9,up,8,13.7
634,53.33114310000019,,88.4,down,8,13.4
635,53.41343689999849,,74.4,down,8,13.3
636,53.48023060000014,,72.5,down,8,13.5
637,53.54991209999935,,67.9,down,8,13.5
638,53.61699829999998,,65.2,down,8,13.7
639,53.6845701000002,,65.0,down,8,13.8
640,53.758879299999535,,72.2,down,8,13.8
641,53.84128249999958,,74.5,down,8,13.6
642,53.916366299999936,,75.8,down,8,13.6
643,53.97844879999866,,94.9,down,8,13.8
644,54.0468364999997,,102.7,up,8,13.9
645,54.11592639999981,,107.9,up,8,14.0
646,54.176344399998925,,127.0,up,8,14.2
647,54.24228690000018,,136.2,up,8,14.3
648,54.31601999999839,,141.7,up,8,14.2
649,54.377674999999726,,156.2,up,8,14.4
650,54.434647699999914,,163.3,up,8,14.7
651,54.50349679999999,,164.5,up,8,14.7
652,54.564096099999006,,169.6,up,8,14.9
653,54.62635760000012,,169.8,up,9,15.0
654,54.683761099999174,,168.0,up,9,15.3
655,54.752667499999006,,171.5,up,9,15.2
656,54.81678759999886,,172.5,up,9,15.2
657,54.88480309999977,,170.7,up,9,15.2
658,54.9625673999999,,170.4,up,9,14.9
659,55.01812280000013,,169.9,up,9,15.2
660,55.08178520000001,,169.4,up,9,15.3
661,55.15032699999938,,168.9,up,9,15.2
662,55.21616829999948,,169.0,up,9,15.2
663,55.273873999998614,,168.5,up,9,15.4
664,55.3363518999995,,167.2,up,9,15.5
665,55.415570999999545,,158.7,up,9,15.2
666,55.485160399999586,,153.2,up,9,15.1
667,55.56982359999893,,146.2,up,9,14.8
668,55.64579849999973,,124.1,up,9,14.6
669,55.716519899999184,,116.6,up,9,14.6
670,55.780301799999506,,93.8,down,9,14.7
671,55.86508039999899,,88.0,down,9,14.4
672,55.92730010000014,,83.9,down,9,14.6
673,56.007265299998835,,75.3,down,9,14.4
674,56.086826499999006,,73.6,down,9,14.2
675,56.14953079999941,,67.4,down,9,14.4
676,56.213433499999155,,64.5,down,9,14.5
677,56.2926940999987,,65.8,down,9,14.3
678,56.36559959999977,,72.4,down,9,14.2
679,56.43705819999923,,74.8,down,9,14.2
680,56.5156379,,86.9,down,9,14.1
681,56.580753799999,,95.0,down,9,14.2
682,56.65199329999996,,116.5,up,9,14.2
683,56.72143799999867,,119.4,up,9,14.2
684,56.78116929999851,,127.1,up,9,14.5
685,56.84545299999991,,133.1,up,9,14.6
686,56.92062879999867,,151.4,up,9,14.4
687,56.975505799999155,,155.6,up,9,14.8
688,57.036267899999075,,160.8,up,9,15.0
689,57.115796399999454,,171.3,up,9,14.7
690,57.18042069999865,,174.4,up,10,14.8
691,118.76383609999903,,158.9,up,0,13.3
692,118.92699249999896,,160.9,up,0,12.6
693,119.03038729999935,,161.2,up,0,12.3
694,119.11043539999991,,165.9,up,0,12.3
695,119.17436099999941,,167.3,up,0,12.7
696,119.24308169999858,,167.0,up,0,12.9
697,119.30589409999993,,167.6,up,0,13.2
698,119.36643939999885,,168.2,up,0,13.5
699,119.43440509999891,,167.7,up,0,13.6
700,119.49308239999846,,168.0,up,0,14.0
701,119.56527109999843,,167.4,up,0,14.0
702,119.6273498999999,,168.4,up,0,14.2
703,119.70217319999938,,168.7,up,0,14.1
704,119.77049759999863,,168.4,up,0,14.1
705,119.830423899999,,166.9,up,0,14.4
706,119.90877649999857,,164.6,up,0,14.2
707,119.97375920000013,,160.6,up,0,14.3
708,120.03534969999964,,159.8,up,0,14.5
709,120.10030109999934,,159.4,up,0,14.6
710,120.16348809999909,,160.3,up,0,14.7
711,120.23592599999938,,160.3,up,0,14.6
712,120.29207169999972,,160.1,up,0,15.0
713,120.36781100000007,,159.9,up,0,14.8
714,120.42850519999956,,156.8,up,0,15.0
715,120.49712219999856,,157.8,up,0,14.9
716,120.56308689999969,,155.8,up,0,14.9
717,120.6299156999994,,160.2,up,0,14.9
718,120.691534399999,,159.6,up,0,15.1
719,120.76756879999994,,160.1,up,0,14.9
720,120.82898539999951,,161.7,up,0,15.0
721,120.90371699999923,,162.3,up,0,14.9
722,120.97728939999979,,161.6,up,0,14.7
723,121.03867079999873,,159.6,up,0,14.9
724,121.09395059999952,,156.6,up,0,15.2
725,121.15515769999911,,153.4,up,0,15.3
726,121.2240540999992,,152.4,up,0,15.2
727,121.28723899999932,,153.6,up,0,15.3
728,121.35116609999932,,153.0,up,0,15.3
729,121.41551829999844,,162.9,up,0,15.4
730,121.4810452999991,,166.6,up,0,15.3
731,121.5413908999999,,169.9,up,0,15.5
732,121.60351679999985,,170.8,up,0,15.5
733,121.67748419999953,,171.3,up,0,15.3
734,121.75594329999876,,171.5,up,0,15.1
735,121.83022619999974,,168.2,up,0,14.9
736,121.88958679999996,,166.6,up,0,15.1
737,121.94871359999888,,166.2,up,0,15.3
738,122.00573399999848,,166.6,up,0,15.5
739,122.0823978999997,,167.4,up,0,15.3
740,122.15198119999877,,167.3,up,0,15.2
741,122.22302829999899,,168.2,up,0,15.1
742,122.29955299999892,,167.6,up,0,14.9
743,122.36490830000002,,168.5,up,0,14.9
744,122.41847599999892,,168.7,up,0,15.3
745,122.4984902999986,,168.4,up,0,15.0
746,122.56306129999939,,166.1,up,0,15.1
747,122.62464989999899,,151.1,up,0,15.2
748,122.6882057999992,,142.8,up,0,15.2
749,122.76610009999968,,136.7,up,0,15.0
750,122.82051689999935,,117.0,up,0,15.3
751,122.8944264999991,,109.3,up,0,15.1
752,122.95743619999848,,105.5,up,0,15.2
753,123.02496239999891,,92.0,down,0,15.2
754,123.09166009999899,,86.8,down,0,15.2
755,123.16056089999984,,82.2,down,0,15.1
756,123.21895179999956,,75.0,down,0,15.3
757,123.28927529999964,,72.0,down,0,15.2
758,123.36812859999918,,69.2,down,0,14.9
759,123.42893000000004,,63.8,down,0,15.1
760,123.48703639999985,,65.1,down,0,15.3
761,123.55686969999988,,64.9,down,0,15.2
762,123.63429569999971,,70.1,down,0,15.0
763,123.70402639999884,,70.5,down,0,14.9
764,123.7639006999998,,74.9,down,0,15.1
765,123.83126249999987,,94.6,down,0,15.1
766,123.8903577000001,,102.2,up,0,15.3
767,123.95735389999936,,108.9,up,0,15.2
768,124.033102899999,,131.4,up,0,15.0
769,124.10372579999967,,141.3,up,0,14.9
770,124.16656340000009,,144.2,up,0,15.0
771,124.24552349999976,,160.2,up,0,14.8
772,124.3008807999995,,167.1,up,0,15.1
773,124.37655069999892,,170.4,up,0,14.9
774,124.44196550000015,,169.5,up,1,15.0
775,124.50614489999862,,169.9,up,1,15.0
776,124.56180759999916,,171.1,up,1,15.3
777,124.6233857999996,,171.4,up,1,15.4
778,124.69512070000019,,171.3,up,1,15.3
779,124.76058329999978,,170.7,up,1,15.3
780,124.82864639999934,,169.9,up,1,15.2
781,124.90434669999922,,169.4,up,1,15.0
782,124.97497669999939,,169.0,up,1,14.9
783,125.04759729999932,,168.5,up,1,14.8
784,125.12515709999934,,166.1,up,1,14.6
785,125.19547759999841,,155.1,up,1,14.6
786,125.25886059999902,,147.9,up,1,14.7
787,125.33552729999974,,140.4,up,1,14.5
788,125.3951120999991,,124.1,up,1,14.8
789,125.45494859999963,,116.7,up,1,15.0
790,125.5183565999996,,108.3,up,1,15.0
791,125.58506010000019,,92.0,down,1,15.0
792,125.66021569999975,,87.8,down,1,14.9
793,125.73243550000007,,84.4,down,1,14.8
794,125.80701079999926,,79.1,down,1,14.6
795,125.86530439999842,,73.0,down,1,14.9
796,125.93114830000013,,71.9,down,1,14.9
797,125.99320949999856,,67.8,down,1,15.0
798,126.05275619999884,,67.5,down,1,15.2
799,126.11284889999843,,67.8,down,1,15.3
800,126.17042880000008,,68.3,down,1,15.5
801,126.23661709999942,,71.4,down,1,15.5
802,126.30063329999939,,73.6,down,1,15.5
803,126.36108229999991,,81.6,down,1,15.6
804,126.43954989999838,,99.2,down,1,15.3
805,126.50328629999967,,106.4,up,1,15.4
806,126.57846639999843,,110.9,up,1,15.2
807,126.66154619999907,,127.8,up,1,14.8
808,126.7444308999984,,134.2,up,1,14.6
809,126.80602849999923,,147.0,up,1,14.7
810,126.87465549999979,,153.2,up,1,14.7
811,126.94411199999922,,154.8,up,1,14.7
812,127.02019699999983,,161.3,up,1,14.5
813,127.09719009999935,,162.3,up,1,14.4
814,127.16624609999963,,166.5,up,1,14.4
815,127.23177469999973,,168.5,up,2,14.5
816,127.29931949999991,,168.0,up,2,14.5
817,127.3594009999997,,167.5,up,2,14.7
818,127.42895959999987,,166.7,up,2,14.7
819,127.50024609999855,,166.1,up,2,14.6
820,127.5675472999992,,165.0,up,2,14.6
821,127.62976009999875,,164.5,up,2,14.8
822,127.71054279999953,,157.0,up,2,14.5
823,127.79520359999879,,149.4,up,2,14.3
824,127.8691975999991,,144.1,up,2,14.2
825,127.9483597999988,,127.0,up,2,14.0
826,128.01355969999895,,119.4,up,2,14.2
827,128.07942360000015,,103.6,up,2,14.3
828,128.15224649999982,,97.8,down,2,14.2
829,128.2280699999992,,92.5,down,2,14.1
830,128.29012580000017,,83.3,down,2,14.3
831,128.3561264,,83.6,down,2,14.4
832,128.42398369999864,,80.4,down,2,14.4
833,128.48374919999878,,75.9,down,2,14.7
834,128.5585366999985,,74.2,down,2,14.5
835,128.64263129999927,,73.3,down,2,14.3
836,128.71485649999886,,69.1,down,2,14.2
837,128.78165959999933,,68.3,down,2,14.3
838,128.85606989999906,,68.4,down,2,14.2
839,128.92007249999915,,69.9,down,2,14.4
840,128.97628199999963,,71.4,down,2,14.7
841,129.03902339999877,,72.6,down,2,14.8
842,129.10858009999902,,80.2,down,2,14.8
843,129.17446019999988,,85.5,down,2,14.8
844,129.23336019999988,,98.9,down,2,15.0
845,129.29746650000016,,103.6,up,2,15.1
846,129.36395559999983,,106.6,up,2,15.1
847,129.42649729999903,,111.6,up,2,15.2
848,129.4987919999985,,133.6,up,2,15.0
849,129.5708608999994,,144.3,up,2,14.9
850,129.62973909999891,,165.6,up,2,15.1
851,129.6940395999991,,169.4,up,2,15.2
852,129.7472308999986,,171.8,up,2,15.5
853,129.82877139999982,,173.1,up,3,15.2
854,129.90703029999895,,173.6,up,3,15.0
855,129.9776099999999,,172.5,up,3,14.9
856,130.05042629999843,,169.8,up,3,14.8
857,130.13191779999943,,169.9,up,3,14.5
858,130.19727729999977,,168.9,up,3,14.6
859,130.26013799999964,,168.6,up,3,14.7
860,130.3255577,,167.3,up,3,14.8
861,130.39755929999956,,167.3,up,3,14.7
862,130.46096109999962,,165.4,up,3,14.8
863,130.53043479999906,,161.8,up,3,14.8
864,130.6088450999996,,159.4,up,3,14.6
865,130.6683591000001,,154.7,up,3,14.8
866,130.72778049999943,,153.7,up,3,15.0
867,130.80132459999913,,151.0,up,3,14.9
868,130.85991459999968,,137.4,up,3,15.1
869,130.92466929999864,,128.5,up,3,15.1
870,131.01554319999923,,122.2,up,3,14.7
871,131.08209769999849,,109.6,up,3,14.7
872,131.15071309999985,,105.9,up,3,14.7
873,131.22682859999986,,95.9,down,3,14.6
874,131.28614500000003,,92.0,down,3,14.8
875,131.34820209999998,,88.5,down,3,14.9
876,131.4298930999994,,86.8,down,3,14.7
877,131.50084489999972,,85.0,down,3,14.6
878,131.56912779999948,,81.3,down,3,14.6
879,131.6267468999995,,82.2,down,3,14.9
880,131.6977793999995,,82.7,down,3,14.8
881,131.755924699999,,83.0,down,3,15.0
882,131.82526629999848,,85.5,down,3,15.0
883,131.9000261000001,,87.9,down,3,14.8
884,131.96993139999904,,102.8,up,3,14.8
885,132.0334925999996,,109.5,up,3,14.9
886,132.11180029999923,,115.0,up,3,14.7
887,132.17028239999854,,131.0,up,3,14.9
888,132.22923850000006,,136.4,up,3,15.1
889,132.3130025999999,,140.4,up,3,14.8
890,132.3817913999992,,158.8,up,3,14.8
891,132.46827649999977,,165.1,up,3,14.4
892,132.55716529999881,,174.7,up,3,14.1
893,132.61293569999907,,174.7,up,4,14.5
894,132.68878760000007,,169.0,up,4,14.4
895,132.7612853999999,,166.7,up,4,14.3
896,132.82641139999942,,168.1,up,4,14.4
897,132.88791449999917,,169.8,up,4,14.6
898,132.95519160000003,,166.6,up,4,14.6
899,133.02948449999894,,166.4,up,4,14.5
900,133.08895979999943,,164.8,up,4,14.7
901,133.15875569999844,,164.8,up,4,14.7
902,133.22834489999877,,165.1,up,4,14.7
903,133.29953589999968,,164.5,up,4,14.6
904,133.3540882999987,,164.4,up,4,15.0
905,133.42967709999903,,164.0,up,4,14.8
906,133.49408159999984,,162.4,up,4,14.9
907,133.55333449999853,,157.1,up,4,15.1
908,133.62588479999977,,153.0,up,4,14.9
909,133.68929539999954,,151.2,up,4,15.0
910,133.75264769999922,,133.7,up,4,15.1
911,133.82759129999977,,126.4,up,4,14.9
912,133.8927006999984,,120.9,up,4,15.0
913,133.95599269999911,,109.3,up,4,15.1
914,134.02993439999955,,106.0,up,4,14.9
915,134.0968458999996,,100.5,up,4,14.9
916,134.16844630000014,,89.7,down,4,14.8
917,134.2327155999992,,88.5,down,4,14.9
918,134.3057804,,87.6,down,4,14.8
919,134.36514699999861,,89.8,down,4,15.0
920,134.4285622999996,,90.7,down,4,15.1
921,134.50744750000013,,91.0,down,4,14.8
922,134.57097479999902,,94.5,down,4,14.9
923,134.63488629999847,,99.1,down,4,15.0
924,134.71053629999915,,103.7,up,4,14.8
925,134.7726516999992,,125.8,up,4,14.9
926,134.8415649999988,,135.7,up,4,14.9
927,134.92197229999874,,152.7,up,4,14.6
928,134.97683119999965,,154.5,up,4,15.0
929,135.05984949999947,,158.4,up,4,14.7
930,135.12710229999902,,168.6,up,4,14.7
931,135.19437789999938,,173.2,up,4,14.7
932,135.25600499999928,,175.2,up,4,14.9
933,135.3192841,,173.6,up,4,15.0
934,135.39992769999844,,172.3,up,4,14.7
935,135.4650193999987,,172.0,up,4,14.8
936,135.52348119999988,,173.2,up,4,15.0
937,135.59288239999842,,172.2,up,4,15.0
938,135.6493687000002,,170.1,up,4,15.2
939,135.7149019999997,,170.1,up,4,15.2
940,135.79150599999957,,170.3,up,4,15.0
941,135.86019529999976,,170.0,up,4,15.0
942,135.91966039999897,,168.8,up,4,15.2
943,135.9962990999993,,168.5,up,4,14.9
944,136.06277659999978,,167.7,up,4,15.0
945,136.1340169999985,,167.7,up,4,14.9
946,136.1900372,,167.2,up,4,15.2
947,136.25442609999845,,165.9,up,4,15.2
948,136.31415489999927,,159.4,up,4,15.4
949,136.37604079999983,,154.1,up,4,15.4
950,136.44037549999848,,151.2,up,4,15.4
951,136.5077953,,124.5,up,4,15.4
952,136.57504019999942,,118.1,up,4,15.3
953,136.6436356999984,,117.0,up,4,15.3
954,136.70476079999935,,111.2,up,4,15.4
955,136.76546729999973,,99.4,down,4,15.5
956,136.82749169999988,,93.6,down,4,15.5
957,136.9034155999998,,92.4,down,4,15.3
958,136.98929439999847,,85.3,down,4,14.9
959,137.05227999999988,,82.6,down,4,15.0
960,137.13446919999842,,78.6,down,4,14.7
961,137.20442719999846,,79.2,down,4,14.7
962,137.27146589999938,,78.2,down,4,14.7
963,137.3417045999995,,80.1,down,4,14.7
964,137.41495099999884,,79.9,down,4,14.6
965,137.49197259999892,,83.4,down,4,14.4
966,137.5572674999985,,88.8,down,4,14.5
967,137.62183939999886,,95.0,down,4,14.6
968,137.69331919999968,,116.2,up,4,14.5
969,137.75956249999945,,123.6,up,4,14.6
970,137.8364314999999,,143.1,up,4,14.4
971,137.89714139999887,,152.8,up,4,14.6
972,137.9679830999994,,155.5,up,4,14.6
973,138.03639339999972,,168.6,up,4,14.6
974,138.094248899999,,170.8,up,4,14.9
975,138.17362219999995,,173.8,up,5,14.6
976,138.23752759999843,,173.2,up,5,14.7
977,138.2945536999996,,172.2,up,5,15.0
978,138.35899479999898,,170.5,up,5,15.1
979,138.46074389999922,,170.0,up,5,14.5
980,138.51337019999846,,169.2,up,5,15.0
981,138.57332399999905,,169.1,up,5,15.2
982,138.65024110000013,,168.4,up,5,14.9
983,138.71183909999854,,168.9,up,5,15.1
984,138.77404810000007,,168.2,up,5,15.2
985,138.84221629999956,,169.0,up,5,15.1
986,138.90895669999918,,169.4,up,5,15.1
987,138.97645909999846,,169.2,up,5,15.1
988,139.04922799999986,,169.2,up,5,14.9
989,139.11552329999904,,168.1,up,5,15.0
990,139.18671269999868,,166.6,up,5,14.9
991,139.26053759999922,,154.9,up,5,14.7
992,139.32306049999897,,150.6,up,5,14.9
993,139.38450139999986,,145.7,up,5,15.0
994,139.45952619999844,,121.3,up,5,14.8
995,139.52746669999942,,114.4,up,5,14.8
996,139.5989140999991,,109.9,up,5,14.7
997,139.68236009999964,,95.9,down,5,14.5
998,139.74668389999897,,93.4,down,5,14.6
999,139.83103779999874,,89.0,down,5,14.3
1000,139.89571849999993,,82.8,down,5,14.4
1001,139.96752209999977,,80.3,down,5,14.4
1002,140.03658079999877,,77.1,down,5,14.4
1003,140.10347639999964,,76.7,down,5,14.4
1004,140.16521939999984,,76.7,down,5,14.6
1005,140.22709779999968,,78.1,down,5,14.8
1006,140.28963029999977,,79.9,down,5,14.9
1007,140.35897289999957,,81.2,down,5,14.8
1008,140.41737319999993,,92.3,down,5,15.1
1009,140.4833237999992,,98.8,down,5,15.1
1010,140.5511134999997,,107.2,up,5,15.0
1011,140.62108499999886,,128.2,up,5,15.0
1012,140.68312629999855,,135.4,up,5,15.1
1013,140.7496104999991,,140.1,up,5,15.1
1014,140.83130589999928,,157.6,up,5,14.8
1015,140.89575879999938,,162.7,up,5,14.9
1016,140.96685350000007,,171.4,up,5,14.8
1017,141.04475229999844,,174.6,up,6,14.6
1018,141.1050379999997,,173.7,up,6,14.8
1019,141.1661351999992,,170.4,up,6,15.0
1020,141.23400499999843,,169.7,up,6,14.9
1021,141.29976669999996,,169.3,up,6,15.0
1022,141.36338109999997,,170.7,up,6,15.0
1023,141.42011719999937,,170.6,up,6,15.3
1024,141.48469019999902,,170.3,up,6,15.3
1025,141.55872979999913,,169.6,up,6,15.1
1026,141.62416369999846,,168.7,up,6,15.1
1027,141.69468289999895,,168.8,up,6,15.0
1028,141.76003059999857,,168.2,up,6,15.1
1029,141.81856919999882,,168.0,up,6,15.3
1030,141.89554169999974,,167.3,up,6,15.0
1031,141.96665009999924,,160.1,up,6,14.9
1032,142.04206389999854,,152.8,up,6,14.8
1033,142.1188977999991,,150.0,up,6,14.6
1034,142.18448999999964,,126.1,up,6,14.7
1035,142.24134549999872,,118.6,up,6,15.0
1036,142.3230296999991,,114.3,up,6,14.7
1037,142.3867898999997,,101.0,up,6,14.8
1038,142.44594659999893,,92.7,down,6,15.0
1039,142.51079489999938,,92.3,down,6,15.0
1040,142.58558289999928,,85.0,down,6,14.9
1041,142.6443163999993,,83.0,down,6,15.1
1042,142.70672149999882,,83.4,down,6,15.2
1043,142.79566069999964,,85.9,down,6,14.8
1044,142.8577250999988,,87.2,down,6,14.9
1045,142.91873379999925,,86.2,down,6,15.1
1046,142.99163489999955,,91.0,down,6,14.9
1047,143.05235139999968,,94.1,down,6,15.1
1048,143.1130091999985,,101.0,up,6,15.2
1049,143.1874448999988,,118.4,up,6,15.0
1050,143.25574309999865,,131.6,up,6,15.0
1051,143.32135939999898,,132.1,up,6,15.0
1052,143.4052273999987,,146.2,up,6,14.7
1053,143.47580599999856,,150.8,up,6,14.7
1054,143.54612180000004,,166.2,up,6,14.6
1055,143.63049209999917,,168.2,up,6,14.3
1056,143.68782309999915,,171.9,up,7,14.7
1057,143.7473676999998,,172.3,up,7,14.9
1058,143.81042369999886,,172.8,up,7,15.0
1059,143.87833580000006,,171.1,up,7,14.9
1060,143.9450586999992,,169.6,up,7,14.9
1061,144.02494379999916,,169.0,up,7,14.7
1062,144.0894406999996,,169.4,up,7,14.8
1063,144.14679149999938,,170.1,up,7,15.0
1064,144.21547729999838,,169.3,up,7,15.0
1065,144.29882969999926,,168.3,up,7,14.7
1066,144.35592389999874,,169.1,up,7,15.0
1067,144.42865119999988,,169.0,up,7,14.9
1068,144.50356359999932,,167.0,up,7,14.7
1069,144.5658472999985,,158.5,up,7,14.8
1070,144.6268900999985,,154.3,up,7,15.0
1071,144.69938219999858,,151.5,up,7,14.9
1072,144.75626819999889,,135.1,up,7,15.1
1073,144.82463899999857,,126.5,up,7,15.1
1074,144.88869259999956,,118.1,up,7,15.1
1075,144.95624159999898,,104.3,up,7,15.1
1076,145.0113614999991,,101.7,up,7,15.4
1077,145.0766322999989,,99.3,down,7,15.4
1078,145.14043489999858,,90.6,down,7,15.4
1079,145.2192071999998,,86.6,down,7,15.2
1080,145.28615720000016,,85.7,down,7,15.1
1081,145.35023199999887,,83.6,down,7,15.2
1082,145.415718799999,,83.5,down,7,15.2
1083,145.4777639999993,,83.0,down,7,15.3
1084,145.5391439999985,,84.7,down,7,15.4
1085,145.6141418999996,,86.9,down,7,15.2
1086,145.67692569999963,,88.4,down,7,15.3
1087,145.73962679999931,,96.2,down,7,15.3
1088,145.8253851999998,,101.8,up,7,15.0
1089,145.90484419999848,,108.0,up,7,14.7
1090,145.96373589999894,,126.2,up,7,14.9
1091,146.0470346000002,,135.5,up,7,14.7
1092,146.10607399999935,,156.4,up,7,14.9
1093,146.16510409999864,,159.5,up,7,15.1
1094,146.21897569999965,,162.3,up,7,15.4
1095,146.29351609999867,,161.4,up,7,15.2
1096,146.3541013999984,,170.0,up,8,15.4
1097,146.42279589999998,,173.1,up,8,15.3
1098,146.49658939999972,,172.1,up,8,15.1
1099,146.5708825999991,,171.0,up,8,14.9
1100,146.64403820000007,,170.4,up,8,14.8
1101,146.70705679999992,,168.4,up,8,14.9
1102,146.76606039999933,,167.9,up,8,15.1
1103,146.82861009999942,,169.0,up,8,15.2
1104,146.89717839999867,,168.4,up,8,15.1
1105,146.97516099999848,,167.6,up,8,14.9
1106,147.04219669999839,,167.1,up,8,14.9
1107,147.11191729999882,,162.4,up,8,14.9
1108,147.18862289999925,,159.8,up,8,14.7
1109,147.24905679999938,,155.7,up,8,14.9
1110,147.32419010000012,,136.9,up,8,14.7
1111,147.38909609999973,,130.7,up,8,14.8
1112,147.44661429999906,,123.1,up,8,15.0
1113,147.5101614999985,,108.6,up,8,15.1
1114,147.57968970000002,,102.8,up,8,15.0
1115,147.6496877999998,,100.5,up,8,15.0
1116,147.7127247999997,,91.3,down,8,15.1
1117,147.79400969999915,,88.9,down,8,14.8
1118,147.8673834000001,,82.7,down,8,14.7
1119,147.92276219999985,,83.1,down,8,15.0
1120,147.99017789999925,,83.8,down,8,15.0
1121,148.06506919999993,,83.2,down,8,14.8
1122,148.11933539999882,,82.4,down,8,15.2
1123,148.1915012999998,,84.0,down,8,15.0
1124,148.25668269999915,,88.5,down,8,15.1
1125,148.3186455999985,,98.6,down,8,15.2
1126,148.38508059999913,,105.2,up,8,15.2
1127,148.4453950999996,,110.6,up,8,15.3
1128,148.51556699999855,,128.1,up,8,15.2
1129,148.57406899999842,,136.5,up,8,15.4
1130,148.6513718999995,,140.7,up,8,15.1
1131,148.70967149999888,,162.4,up,8,15.3
1132,148.77007699999922,,166.5,up,8,15.5
1133,148.85296799999924,,168.3,up,8,15.1
1134,148.92005139999856,,174.3,up,9,15.1
1135,148.99445259999993,,173.9,up,9,14.9
1136,149.07344099999864,,174.7,up,9,14.7
1137,149.14783259999967,,174.2,up,9,14.6
1138,149.2076769999985,,173.3,up,9,14.8
1139,149.29140109999935,,174.5,up,9,14.5
1140,149.36728419999963,,172.2,up,9,14.4
1141,149.43417369999952,,170.4,up,9,14.4
1142,149.5075941999985,,169.5,up,9,14.4
1143,149.56960089999848,,170.5,up,9,14.5
1144,149.63954009999907,,171.1,up,9,14.5
1145,149.71316699999988,,171.3,up,9,14.4
1146,149.77963839999939,,171.0,up,9,14.5
1147,149.8459946999992,,170.3,up,9,14.5
1148,149.90429140000015,,170.3,up,9,14.8
1149,149.9713716999995,,170.2,up,9,14.8
1150,150.0317271999993,,169.5,up,9,15.0
1151,150.09613179999906,,161.6,up,9,15.0
1152,150.16113739999855,,156.8,up,9,15.1
1153,150.23289769999974,,147.3,up,9,15.0
1154,150.29556629999934,,140.9,up,9,15.1
1155,150.36078499999894,,136.9,up,9,15.1
1156,150.42714109999906,,133.2,up,9,15.1
1157,150.48505459999978,,112.4,up,9,15.3
1158,150.5452295999985,,107.9,up,9,15.4
1159,150.6103889999995,,106.5,up,9,15.4
1160,150.68075129999852,,98.1,down,9,15.3
1161,150.73914999999943,,95.0,down,9,15.5
1162,150.80743489999986,,93.4,down,9,15.4
1163,150.86151699999937,,90.9,down,9,15.7
1164,150.9349043000002,,85.7,down,9,15.5
1165,150.9928235999996,,84.6,down,9,15.7
1166,151.0578551999988,,84.8,down,9,15.6
1167,151.11411809999845,,84.9,down,9,15.9
1168,151.168456899999,,84.7,down,9,16.1
1169,151.23583419999886,,85.0,down,9,16.0
1170,151.29839529999845,,85.8,down,9,16.0
1171,151.36319269999876,,91.5,down,9,15.9
1172,151.4239936999984,,94.0,down,9,16.0
1173,151.488700599999,,98.2,down,9,15.9
1174,151.55421429999842,,111.0,up,9,15.9
1175,151.61691149999933,,119.4,up,9,15.9
1176,151.67967789999966,,128.5,up,9,15.9
1177,151.7449663999996,,134.4,up,9,15.8
1178,151.81075189999865,,150.6,up,9,15.8
1179,151.88715429999866,,156.5,up,9,15.5
1180,151.94655769999918,,165.9,up,9,15.6
1181,152.0071859999989,,167.7,up,9,15.7
1182,152.07591369999864,,171.3,up,10,15.6
